date,cashtype,money,coffee_name,time_order,category_time
2024-03-22,cash,40.0,Cappuccino,16:15:14.448,Afternoon
2024-03-22,card,28.9,Americano,17:17:03.724,Afternoon
2024-03-22,card,24.0,Espresso,17:17:58.991,Afternoon
2024-03-22,card,28.9,Americano,17:20:49.49,Afternoon
2024-03-23,card,38.7,Latte,10:43:59.559,Morning
2024-03-23,card,33.8,Americano with Milk,10:45:07.157,Morning
2024-03-23,card,38.7,Cappuccino,13:10:07.661,Afternoon
2024-03-23,card,38.7,Cocoa,13:11:12.23,Afternoon
2024-03-23,card,33.8,Americano with Milk,14:44:41.276,Afternoon
2024-03-23,card,38.7,Latte,15:47:19.062,Afternoon
2024-03-23,card,33.8,Americano with Milk,15:49:33.813,Afternoon
2024-03-23,card,28.9,Cortado,16:00:58.386,Afternoon
2024-03-24,cash,40.0,Latte,10:03:56.005,Morning
2024-03-24,card,38.7,Latte,18:45:08.397,Afternoon
2024-03-25,card,38.7,Latte,10:31:47.25,Morning
2024-03-25,cash,35.0,Americano with Milk,11:16:25.671,Afternoon
2024-03-25,card,38.7,Latte,14:27:09.163,Afternoon
2024-03-25,card,38.7,Latte,14:29:25.343,Afternoon
2024-03-25,card,33.8,Americano with Milk,18:37:30.65,Afternoon
2024-03-25,card,38.7,Cappuccino,19:34:24.542,Night
2024-03-26,card,38.7,Cocoa,10:35:49.679,Morning
2024-03-26,card,38.7,Latte,10:36:36.151,Morning
2024-03-26,card,38.7,Latte,10:42:30.17,Morning
2024-03-26,card,28.9,Cortado,11:11:47.335,Afternoon
2024-03-26,card,28.9,Americano,13:35:52.773,Afternoon
2024-03-26,card,28.9,Cortado,13:36:49.644,Afternoon
2024-03-26,card,28.9,Cortado,13:37:59.723,Afternoon
2024-03-26,card,28.9,Americano,13:57:53.677,Afternoon
2024-03-26,card,38.7,Latte,15:48:02.27,Afternoon
2024-03-26,card,38.7,Latte,18:33:38.568,Afternoon
2024-03-26,card,38.7,Hot Chocolate,18:34:54.648,Afternoon
2024-03-27,card,28.9,Cortado,11:04:51.174,Afternoon
2024-03-27,card,33.8,Americano with Milk,11:05:58.236,Afternoon
2024-03-27,card,33.8,Americano with Milk,12:57:00.462,Afternoon
2024-03-27,card,38.7,Hot Chocolate,13:35:20.039,Afternoon
2024-03-27,card,38.7,Cappuccino,14:22:31.662,Afternoon
2024-03-27,card,28.9,Americano,14:23:35.38,Afternoon
2024-03-27,card,28.9,Cortado,18:30:11.833,Afternoon
2024-03-27,cash,40.0,Latte,19:31:12.442,Night
2024-03-28,card,28.9,Cortado,14:24:47.092,Afternoon
2024-03-28,card,28.9,Cortado,17:24:46.244,Afternoon
2024-03-28,card,28.9,Americano,17:27:05.304,Afternoon
2024-03-28,card,38.7,Latte,17:32:44.652,Afternoon
2024-03-29,card,38.7,Latte,10:56:19.495,Morning
2024-03-29,card,38.7,Cappuccino,12:34:17.383,Afternoon
2024-03-29,card,38.7,Cappuccino,12:41:32.125,Afternoon
2024-03-29,cash,40.0,Cappuccino,13:22:44.618,Afternoon
2024-03-30,card,38.7,Latte,11:59:19.854,Afternoon
2024-03-30,cash,40.0,Cappuccino,13:49:25.815,Afternoon
2024-03-30,card,38.7,Latte,16:12:31.786,Afternoon
2024-03-30,card,38.7,Latte,16:36:40.513,Afternoon
2024-03-30,card,33.8,Americano with Milk,16:37:57.553,Afternoon
2024-03-31,card,38.7,Cappuccino,10:40:04.523,Morning
2024-03-31,cash,30.0,Americano,19:36:45,Night
2024-04-01,card,28.9,Americano,10:28:47.601,Morning
2024-04-01,card,33.8,Americano with Milk,10:29:42.318,Morning
2024-04-01,card,33.8,Americano with Milk,10:30:43.735,Morning
2024-04-01,card,33.8,Americano with Milk,11:15:43.836,Afternoon
2024-04-01,cash,40.0,Cappuccino,17:01:42.924,Afternoon
2024-04-01,card,33.8,Americano with Milk,18:18:42.372,Afternoon
2024-04-01,card,38.7,Hot Chocolate,18:45:27.436,Afternoon
2024-04-02,card,38.7,Latte,10:01:14.022,Morning
2024-04-02,card,28.9,Americano,16:18:34.169,Afternoon
2024-04-02,card,28.9,Cortado,16:19:28.46,Afternoon
2024-04-02,cash,40.0,Cappuccino,19:59:31.942,Night
2024-04-03,card,28.9,Cortado,10:19:13.644,Morning
2024-04-03,card,28.9,Americano,10:20:07.655,Morning
2024-04-03,card,38.7,Cappuccino,13:12:05.367,Afternoon
2024-04-03,cash,30.0,Cortado,15:36:11.735,Afternoon
2024-04-04,card,38.7,Latte,10:44:55.988,Morning
2024-04-04,card,38.7,Latte,11:26:38.085,Afternoon
2024-04-04,card,38.7,Cappuccino,11:27:48.411,Afternoon
2024-04-04,card,28.9,Cortado,12:23:02.216,Afternoon
2024-04-04,cash,40.0,Latte,19:42:07.74,Night
2024-04-05,card,28.9,Americano,10:40:42.728,Morning
2024-04-05,card,28.9,Americano,10:42:06.204,Morning
2024-04-05,card,28.9,Cortado,11:06:14.643,Afternoon
2024-04-05,card,33.8,Americano with Milk,12:14:27.975,Afternoon
2024-04-05,card,38.7,Latte,14:23:40.387,Afternoon
2024-04-05,card,28.9,Cortado,14:24:50.417,Afternoon
2024-04-05,cash,40.0,Latte,15:30:50.383,Afternoon
2024-04-05,cash,40.0,Cappuccino,15:54:15.768,Afternoon
2024-04-05,cash,30.0,Americano,15:55:30.947,Afternoon
2024-04-05,cash,40.0,Cocoa,16:17:43.975,Afternoon
2024-04-05,card,24.0,Espresso,16:18:23.558,Afternoon
2024-04-06,card,33.8,Americano with Milk,12:32:31.398,Afternoon
2024-04-06,card,38.7,Cappuccino,14:13:18.733,Afternoon
2024-04-06,card,28.9,Americano,14:14:27.029,Afternoon
2024-04-06,card,38.7,Latte,14:49:50.183,Afternoon
2024-04-07,card,38.7,Latte,10:12:53.204,Morning
2024-04-07,card,38.7,Cappuccino,12:44:31.936,Afternoon
2024-04-07,card,38.7,Cappuccino,12:46:05.118,Afternoon
2024-04-07,card,28.9,Cortado,14:16:24.949,Afternoon
2024-04-07,card,24.0,Espresso,14:17:30.628,Afternoon
2024-04-07,card,38.7,Hot Chocolate,18:01:16.608,Afternoon
2024-04-07,card,33.8,Americano with Milk,18:02:03.878,Afternoon
2024-04-08,card,33.8,Americano with Milk,10:58:21.106,Morning
2024-04-08,card,38.7,Cappuccino,10:59:27.558,Morning
2024-04-08,card,28.9,Americano,11:01:20.464,Afternoon
2024-04-08,card,38.7,Cappuccino,11:04:47.03,Afternoon
2024-04-08,cash,25.0,Espresso,12:54:25.897,Afternoon
2024-04-08,cash,35.0,Americano with Milk,15:43:36.881,Afternoon
2024-04-08,card,38.7,Latte,16:41:37.806,Afternoon
2024-04-08,card,28.9,Americano,18:18:09.713,Afternoon
2024-04-08,card,33.8,Americano with Milk,19:22:27.477,Night
2024-04-08,card,38.7,Cappuccino,19:23:59.268,Night
2024-04-09,cash,40.0,Cappuccino,10:22:27.359,Morning
2024-04-09,cash,30.0,Americano,10:24:10.103,Morning
2024-04-09,card,38.7,Latte,11:42:28.468,Afternoon
2024-04-09,card,38.7,Hot Chocolate,15:11:48.72,Afternoon
2024-04-09,card,38.7,Hot Chocolate,17:25:23.936,Afternoon
2024-04-10,cash,25.0,Espresso,10:21:26.175,Morning
2024-04-10,cash,40.0,Hot Chocolate,17:55:07.018,Afternoon
2024-04-10,card,24.0,Espresso,17:55:31.244,Afternoon
2024-04-10,card,38.7,Cappuccino,18:24:59.29,Afternoon
2024-04-10,card,38.7,Latte,20:04:05.386,Night
2024-04-11,card,28.9,Americano,10:41:23.155,Morning
2024-04-11,card,28.9,Americano,10:42:59.365,Morning
2024-04-11,card,38.7,Latte,16:35:23.069,Afternoon
2024-04-11,card,38.7,Cappuccino,19:16:56.588,Night
2024-04-11,card,33.8,Americano with Milk,19:18:36.619,Night
2024-04-12,card,38.7,Hot Chocolate,19:03:43.403,Night
2024-04-12,card,28.9,Cortado,19:38:23.189,Night
2024-04-13,card,38.7,Latte,12:29:19.823,Afternoon
2024-04-13,card,28.9,Americano,12:43:02.389,Afternoon
2024-04-13,cash,40.0,Hot Chocolate,15:06:52.292,Afternoon
2024-04-13,cash,40.0,Hot Chocolate,15:07:55.966,Afternoon
2024-04-13,card,38.7,Cappuccino,16:18:03.938,Afternoon
2024-04-13,card,38.7,Latte,16:19:39.799,Afternoon
2024-04-13,card,38.7,Cappuccino,17:51:26.026,Afternoon
2024-04-13,card,38.7,Cappuccino,17:53:19.237,Afternoon
2024-04-14,cash,40.0,Latte,10:55:27.406,Morning
2024-04-14,card,38.7,Cappuccino,12:24:39.028,Afternoon
2024-04-14,cash,30.0,Cortado,12:27:08.951,Afternoon
2024-04-14,cash,30.0,Cortado,12:29:06.877,Afternoon
2024-04-14,cash,35.0,Americano with Milk,12:31:36.036,Afternoon
2024-04-14,card,28.9,Cortado,13:21:49.808,Afternoon
2024-04-14,card,28.9,Americano,14:23:31.631,Afternoon
2024-04-14,card,28.9,Americano,14:24:26.93,Afternoon
2024-04-14,card,28.9,Americano,14:25:18.122,Afternoon
2024-04-14,card,38.7,Cappuccino,15:46:27.733,Afternoon
2024-04-14,card,28.9,Cortado,16:59:54.823,Afternoon
2024-04-14,card,38.7,Latte,17:00:45.387,Afternoon
2024-04-14,card,38.7,Cappuccino,18:38:19.649,Afternoon
2024-04-15,card,28.9,Americano,11:45:24.619,Afternoon
2024-04-15,card,28.9,Americano,17:01:46.359,Afternoon
2024-04-15,card,33.8,Americano with Milk,17:02:49.748,Afternoon
2024-04-15,card,33.8,Americano with Milk,19:33:03.036,Night
2024-04-15,cash,25.0,Espresso,19:41:58.112,Night
2024-04-16,cash,35.0,Americano with Milk,10:43:49.907,Morning
2024-04-16,card,33.8,Americano with Milk,10:46:25.706,Morning
2024-04-16,card,38.7,Cocoa,12:40:47.675,Afternoon
2024-04-16,card,28.9,Cortado,12:52:07.75,Afternoon
2024-04-16,card,28.9,Americano,15:03:16.889,Afternoon
2024-04-16,card,33.8,Americano with Milk,17:42:04.208,Afternoon
2024-04-16,card,38.7,Cappuccino,17:43:22.96,Afternoon
2024-04-16,card,38.7,Cocoa,18:09:05.273,Afternoon
2024-04-17,card,28.9,Americano,13:32:59.792,Afternoon
2024-04-17,card,24.0,Espresso,13:44:00.181,Afternoon
2024-04-17,cash,40.0,Cappuccino,16:13:24.31,Afternoon
2024-04-17,card,38.7,Cappuccino,17:01:35.149,Afternoon
2024-04-17,card,38.7,Cappuccino,17:02:40.687,Afternoon
2024-04-17,card,28.9,Cortado,18:14:03.229,Afternoon
2024-04-18,card,28.9,Americano,11:19:01.693,Afternoon
2024-04-18,card,28.9,Americano,11:20:05.696,Afternoon
2024-04-18,card,33.8,Americano with Milk,13:49:12.72,Afternoon
2024-04-18,card,28.9,Cortado,13:50:17.285,Afternoon
2024-04-18,card,38.7,Cappuccino,14:34:19.818,Afternoon
2024-04-18,card,38.7,Latte,14:35:49.354,Afternoon
2024-04-18,card,38.7,Latte,17:44:15.791,Afternoon
2024-04-18,card,38.7,Cappuccino,18:21:05.945,Afternoon
2024-04-18,card,38.7,Hot Chocolate,19:39:51.193,Night
2024-04-18,card,38.7,Hot Chocolate,19:40:48.954,Night
2024-04-19,card,38.7,Latte,10:10:36.254,Morning
2024-04-19,card,33.8,Americano with Milk,13:11:47.848,Afternoon
2024-04-19,card,38.7,Cappuccino,13:13:20.876,Afternoon
2024-04-19,card,38.7,Hot Chocolate,13:58:54.064,Afternoon
2024-04-19,card,38.7,Cappuccino,13:59:49.69,Afternoon
2024-04-19,card,38.7,Cocoa,18:23:19.311,Afternoon
2024-04-19,card,33.8,Americano with Milk,18:25:33.44,Afternoon
2024-04-20,cash,35.0,Americano with Milk,11:24:42.681,Afternoon
2024-04-20,card,33.8,Americano with Milk,12:08:35.701,Afternoon
2024-04-20,card,33.8,Americano with Milk,12:09:42.664,Afternoon
2024-04-20,card,28.9,Americano,13:08:37.378,Afternoon
2024-04-20,card,33.8,Americano with Milk,13:09:47.905,Afternoon
2024-04-20,card,38.7,Hot Chocolate,13:10:55.151,Afternoon
2024-04-20,card,38.7,Cappuccino,14:44:18.118,Afternoon
2024-04-20,card,33.8,Americano with Milk,15:11:00.33,Afternoon
2024-04-20,card,32.8,Americano with Milk,15:22:40.717,Afternoon
2024-04-20,card,32.8,Americano with Milk,15:49:25.148,Afternoon
2024-04-20,cash,39.0,Cocoa,17:07:57.969,Afternoon
2024-04-20,card,37.7,Cappuccino,18:27:41.496,Afternoon
2024-04-20,card,37.7,Cappuccino,18:28:46.9,Afternoon
2024-04-20,card,37.7,Latte,19:30:55.317,Night
2024-04-21,card,37.7,Latte,11:16:45.707,Afternoon
2024-04-21,card,27.9,Americano,14:15:37.541,Afternoon
2024-04-21,cash,39.0,Cappuccino,17:09:03.199,Afternoon
2024-04-22,card,27.9,Americano,11:09:16.412,Afternoon
2024-04-22,card,32.8,Americano with Milk,11:29:27.099,Afternoon
2024-04-22,cash,39.0,Latte,18:40:33.024,Afternoon
2024-04-22,card,37.7,Latte,19:39:04.759,Night
2024-04-22,cash,39.0,Cappuccino,20:02:29.165,Night
2024-04-23,card,37.7,Cappuccino,14:22:35.995,Afternoon
2024-04-23,card,32.8,Americano with Milk,14:23:53.144,Afternoon
2024-04-23,card,37.7,Cappuccino,14:24:57.515,Afternoon
2024-04-23,card,32.8,Americano with Milk,19:42:27.765,Night
2024-04-23,card,32.8,Americano with Milk,19:43:26.234,Night
2024-04-24,card,37.7,Latte,10:19:38.346,Morning
2024-04-24,card,32.8,Americano with Milk,10:21:27.287,Morning
2024-04-24,card,32.8,Americano with Milk,11:23:46.102,Afternoon
2024-04-24,card,32.8,Americano with Milk,11:33:26.347,Afternoon
2024-04-24,card,32.8,Americano with Milk,12:39:09.298,Afternoon
2024-04-24,card,32.8,Americano with Milk,16:39:07.423,Afternoon
2024-04-24,card,32.8,Americano with Milk,19:39:49.983,Night
2024-04-24,card,37.7,Cappuccino,19:40:54.031,Night
2024-04-25,card,27.9,Americano,10:46:08.057,Morning
2024-04-25,card,37.7,Latte,15:18:26.971,Afternoon
2024-04-25,card,27.9,Americano,17:09:43.534,Afternoon
2024-04-25,card,27.9,Americano,17:10:49.153,Afternoon
2024-04-26,card,37.7,Latte,10:12:50.618,Morning
2024-04-26,card,37.7,Latte,12:01:30.58,Afternoon
2024-04-26,card,37.7,Cappuccino,13:31:28.297,Afternoon
2024-04-26,card,27.9,Americano,15:32:35.39,Afternoon
2024-04-26,card,27.9,Americano,15:33:33.132,Afternoon
2024-04-26,card,27.9,Cortado,16:23:26.514,Afternoon
2024-04-26,card,27.9,Americano,16:24:33.8,Afternoon
2024-04-26,card,37.7,Hot Chocolate,19:32:07.112,Night
2024-04-26,card,37.7,Cocoa,19:33:30.22,Night
2024-04-27,card,37.7,Cappuccino,15:27:00.68,Afternoon
2024-04-28,card,37.7,Latte,10:32:52.479,Morning
2024-04-28,card,37.7,Cappuccino,12:30:09.749,Afternoon
2024-04-28,card,27.9,Americano,18:27:08.23,Afternoon
2024-04-28,card,27.9,Americano,18:28:11.411,Afternoon
2024-04-28,card,37.7,Latte,18:29:02.374,Afternoon
2024-04-29,card,27.9,Cortado,11:26:31.871,Afternoon
2024-04-29,card,27.9,Americano,13:27:56.949,Afternoon
2024-04-29,card,27.9,Cortado,13:28:53.899,Afternoon
2024-04-29,card,27.9,Cortado,13:53:35.73,Afternoon
2024-04-29,card,32.8,Americano with Milk,13:54:24.357,Afternoon
2024-04-29,card,37.7,Cappuccino,18:37:48.406,Afternoon
2024-04-29,card,37.7,Cappuccino,19:12:33.194,Night
2024-04-29,card,37.7,Cappuccino,19:13:37.878,Night
2024-04-30,card,37.7,Latte,10:16:41.493,Morning
2024-04-30,card,32.8,Americano with Milk,10:34:52.25,Morning
2024-04-30,card,32.8,Americano with Milk,10:35:47.617,Morning
2024-04-30,card,27.9,Americano,13:41:52.325,Afternoon
2024-04-30,card,32.8,Americano with Milk,13:42:59.977,Afternoon
2024-04-30,card,37.7,Cappuccino,19:19:18.139,Night
2024-04-30,card,32.8,Americano with Milk,19:30:04.003,Night
2024-04-30,card,37.7,Latte,19:31:20.952,Night
2024-05-02,card,27.9,Americano,10:33:55.746,Morning
2024-05-02,cash,39.0,Latte,11:29:57.08,Afternoon
2024-05-02,card,32.8,Americano with Milk,13:49:39.898,Afternoon
2024-05-02,card,37.7,Cappuccino,18:36:22.138,Afternoon
2024-05-02,card,32.8,Americano with Milk,18:41:11.22,Afternoon
2024-05-02,card,37.7,Latte,19:18:33.084,Night
2024-05-02,card,37.7,Cappuccino,19:19:56.359,Night
2024-05-03,cash,39.0,Latte,10:11:53.399,Morning
2024-05-03,card,37.7,Latte,14:30:00.923,Afternoon
2024-05-03,card,37.7,Latte,17:03:24.905,Afternoon
2024-05-06,card,27.9,Americano,10:05:17.92,Morning
2024-05-06,card,37.7,Cappuccino,10:06:51.625,Morning
2024-05-06,card,32.8,Americano with Milk,10:08:05.863,Morning
2024-05-06,card,27.9,Americano,10:09:07.977,Morning
2024-05-06,card,27.9,Cortado,10:39:12.641,Morning
2024-05-06,cash,29.0,Americano,11:34:20.64,Afternoon
2024-05-06,card,27.9,Cortado,13:18:10.99,Afternoon
2024-05-06,card,27.9,Americano,13:19:00.811,Afternoon
2024-05-06,card,37.7,Cappuccino,19:18:12.989,Night
2024-05-06,card,37.7,Cappuccino,19:19:49.548,Night
2024-05-07,card,37.7,Cocoa,10:44:55.582,Morning
2024-05-07,card,27.9,Cortado,11:21:58.493,Afternoon
2024-05-07,card,27.9,Cortado,13:23:34.943,Afternoon
2024-05-07,card,37.7,Cocoa,16:42:07.9,Afternoon
2024-05-07,card,27.9,Americano,16:55:38.805,Afternoon
2024-05-07,card,37.7,Cappuccino,17:37:46.412,Afternoon
2024-05-07,card,37.7,Latte,17:38:48.195,Afternoon
2024-05-07,cash,34.0,Americano with Milk,18:35:37.235,Afternoon
2024-05-07,card,37.7,Cappuccino,19:12:12.524,Night
2024-05-07,card,37.7,Cappuccino,19:13:12.195,Night
2024-05-08,card,37.7,Latte,10:07:28.863,Morning
2024-05-09,card,37.7,Cappuccino,12:54:21.812,Afternoon
2024-05-09,card,27.9,Americano,13:03:58.556,Afternoon
2024-05-09,card,37.7,Latte,13:04:57.647,Afternoon
2024-05-09,card,37.7,Latte,13:06:11.261,Afternoon
2024-05-09,card,37.7,Latte,13:07:16.409,Afternoon
2024-05-09,card,27.9,Americano,16:55:14.601,Afternoon
2024-05-09,card,27.9,Americano,16:56:14.989,Afternoon
2024-05-09,card,27.9,Americano,18:01:29.895,Afternoon
2024-05-09,card,32.8,Americano with Milk,18:13:56.226,Afternoon
2024-05-10,cash,39.0,Latte,10:09:21.972,Morning
2024-05-10,card,37.7,Latte,15:46:21.511,Afternoon
2024-05-10,card,37.7,Latte,15:47:32.508,Afternoon
2024-05-10,cash,34.0,Americano with Milk,16:20:15.084,Afternoon
2024-05-11,card,37.7,Latte,11:39:52.878,Afternoon
2024-05-11,cash,39.0,Latte,17:02:43.648,Afternoon
2024-05-11,card,32.8,Americano with Milk,17:20:30.398,Afternoon
2024-05-11,card,37.7,Cocoa,17:21:56.117,Afternoon
2024-05-11,card,37.7,Cappuccino,17:23:57.301,Afternoon
